intent,text
greeting,эй привет :)
greeting,ну привет?
greeting,эй привет?
greeting,слушай хай?
greeting,слушай хай
greeting,слушай привет
greeting,эй здравствуйте пожалуйста
greeting,привет
greeting,ну привет пожалуйста
greeting,слушай здравствуйте пожалуйста
greeting,эй хай
greeting,слушай здравствуйте пожалуйста
greeting,слушай привет?
greeting,эй привет :)
greeting,привет!
greeting,эй хай :)
greeting,слушай привет
greeting,эй хай пожалуйста
greeting,добрый день пожалуйста
greeting,эй привет?
greeting,слушай хай!
greeting,добрый день :)
greeting,слушай здравствуйте!
greeting,ну здравствуйте
greeting,эй здравствуйте пожалуйста
greeting,добрый день?
greeting,ну хай?
greeting,эй хай?
greeting,слушай хай?
greeting,ну добрый день
greeting,ну привет!
greeting,эй добрый день!
greeting,ну привет?
greeting,хай
greeting,добрый день?
greeting,ну здравствуйте!
greeting,слушай добрый день :)
greeting,ну хай?
greeting,слушай хай!
greeting,слушай здравствуйте пожалуйста
greeting,эй здравствуйте :)
greeting,хай
greeting,эй привет пожалуйста
greeting,ну добрый день
greeting,ну хай пожалуйста
greeting,ну добрый день?
greeting,привет :)
greeting,эй хай?
greeting,привет
greeting,слушай хай?
greeting,слушай привет пожалуйста
greeting,слушай здравствуйте
greeting,слушай хай
greeting,хай :)
greeting,эй хай
greeting,эй хай
greeting,ну привет?
greeting,ну добрый день
greeting,здравствуйте!
greeting,слушай привет :)
greeting,слушай добрый день
greeting,привет?
greeting,слушай хай :)
greeting,слушай привет!
greeting,слушай хай пожалуйста
greeting,здравствуйте?
greeting,ну добрый день :)
greeting,слушай привет!
greeting,ну хай пожалуйста
greeting,эй привет?
greeting,эй привет?
greeting,ну здравствуйте?
greeting,добрый день?
greeting,слушай добрый день :)
greeting,ну привет
greeting,хай пожалуйста
greeting,эй привет :)
greeting,слушай хай :)
greeting,здравствуйте пожалуйста
greeting,здравствуйте
greeting,слушай здравствуйте?
greeting,слушай хай?
greeting,слушай здравствуйте пожалуйста
greeting,ну хай!
greeting,ну привет!
greeting,эй добрый день
greeting,ну привет
greeting,добрый день
greeting,эй хай
greeting,добрый день!
greeting,ну добрый день?
greeting,слушай добрый день?
greeting,здравствуйте!
greeting,эй привет
greeting,добрый день!
greeting,ну привет?
greeting,хай :)
greeting,эй хай!
greeting,ну хай!
greeting,слушай добрый день?
farewell,пока?
farewell,слушай увидимся
farewell,слушай до свидания :)
farewell,слушай бай
farewell,эй до свидания
farewell,слушай пока
farewell,эй до свидания
farewell,слушай до свидания пожалуйста
farewell,слушай увидимся?
farewell,слушай до свидания :)
farewell,слушай увидимся :)
farewell,слушай увидимся!
farewell,эй увидимся :)
farewell,ну увидимся?
farewell,слушай до свидания!
farewell,ну до свидания :)
farewell,ну увидимся :)
farewell,ну пока :)
farewell,увидимся пожалуйста
farewell,до свидания пожалуйста
farewell,ну пока
farewell,слушай бай!
farewell,ну пока!
farewell,слушай пока?
farewell,ну бай?
farewell,бай!
farewell,слушай пока :)
farewell,слушай бай :)
farewell,пока?
farewell,ну пока?
farewell,до свидания!
farewell,эй до свидания пожалуйста
farewell,слушай бай?
farewell,до свидания
farewell,ну увидимся :)
farewell,до свидания
farewell,ну пока?
farewell,пока :)
farewell,ну бай!
farewell,слушай бай :)
farewell,слушай пока!
farewell,эй бай?
farewell,слушай пока!
farewell,ну до свидания!
farewell,эй увидимся?
farewell,ну увидимся
farewell,ну до свидания пожалуйста
farewell,слушай до свидания?
farewell,увидимся
farewell,эй пока пожалуйста
farewell,ну бай :)
farewell,ну бай!
farewell,слушай увидимся!
farewell,слушай увидимся!
farewell,ну бай
farewell,слушай до свидания!
farewell,слушай увидимся?
farewell,слушай до свидания
farewell,слушай пока?
farewell,эй до свидания?
farewell,увидимся
farewell,ну до свидания пожалуйста
farewell,ну увидимся!
farewell,ну пока?
farewell,увидимся?
farewell,слушай увидимся пожалуйста
farewell,слушай до свидания
farewell,слушай до свидания пожалуйста
farewell,ну бай пожалуйста
farewell,бай :)
farewell,увидимся
farewell,бай :)
farewell,ну бай :)
farewell,слушай бай!
farewell,бай
farewell,слушай пока пожалуйста
farewell,эй увидимся!
farewell,слушай увидимся!
farewell,бай?
farewell,ну до свидания
farewell,ну бай?
farewell,ну до свидания!
farewell,эй пока пожалуйста
farewell,ну до свидания?
farewell,эй бай :)
farewell,эй до свидания?
farewell,слушай бай
farewell,слушай бай?
farewell,слушай увидимся пожалуйста
farewell,эй бай
farewell,ну до свидания :)
farewell,слушай до свидания?
farewell,до свидания?
farewell,бай?
farewell,слушай пока
farewell,бай
farewell,бай
farewell,слушай увидимся
farewell,ну увидимся!
farewell,эй бай!
farewell,увидимся?
farewell,эй увидимся пожалуйста
farewell,ну бай!
farewell,бай
farewell,ну до свидания :)
farewell,слушай бай?
farewell,эй до свидания :)
farewell,ну до свидания
farewell,эй пока
farewell,слушай до свидания!
farewell,ну увидимся!
farewell,слушай увидимся пожалуйста
farewell,слушай до свидания :)
farewell,ну бай!
farewell,слушай бай
farewell,эй бай пожалуйста
farewell,бай пожалуйста
farewell,слушай бай пожалуйста
farewell,эй пока пожалуйста
farewell,слушай увидимся
farewell,эй до свидания пожалуйста
farewell,эй пока?
farewell,ну бай пожалуйста
farewell,эй до свидания?
farewell,слушай увидимся пожалуйста
farewell,до свидания!
farewell,ну до свидания?
farewell,ну увидимся!
farewell,слушай пока!
farewell,слушай увидимся?
farewell,пока!
farewell,ну до свидания
farewell,до свидания пожалуйста
farewell,бай :)
farewell,ну до свидания :)
farewell,слушай бай!
farewell,до свидания!
farewell,до свидания пожалуйста
farewell,бай пожалуйста
farewell,слушай пока :)
farewell,ну бай
farewell,слушай до свидания!
farewell,эй бай?
farewell,эй до свидания!
farewell,слушай увидимся :)
farewell,ну бай!
farewell,бай
farewell,бай
farewell,эй пока
farewell,эй пока!
farewell,увидимся
farewell,бай пожалуйста
farewell,слушай увидимся пожалуйста
farewell,слушай до свидания пожалуйста
farewell,слушай бай :)
farewell,ну бай!
farewell,слушай бай пожалуйста
farewell,до свидания?
farewell,слушай бай
farewell,бай?
farewell,эй бай?
farewell,ну увидимся
farewell,эй бай пожалуйста
farewell,до свидания :)
farewell,слушай пока
farewell,увидимся :)
farewell,увидимся :)
farewell,бай :)
farewell,эй пока?
farewell,ну пока!
farewell,бай :)
farewell,ну увидимся пожалуйста
farewell,ну до свидания!
farewell,эй пока пожалуйста
farewell,ну бай
farewell,слушай увидимся пожалуйста
farewell,слушай пока пожалуйста
farewell,до свидания!
farewell,пока :)
farewell,эй пока пожалуйста
farewell,ну бай!
farewell,бай пожалуйста
farewell,слушай бай пожалуйста
farewell,эй пока!
farewell,слушай до свидания :)
farewell,до свидания пожалуйста
farewell,ну бай
farewell,ну до свидания!
farewell,ну до свидания :)
farewell,эй увидимся!
farewell,эй пока?
farewell,слушай увидимся пожалуйста
farewell,эй до свидания!
farewell,слушай увидимся :)
farewell,эй до свидания пожалуйста
farewell,слушай бай пожалуйста
farewell,эй до свидания?
farewell,эй до свидания!
farewell,слушай увидимся пожалуйста
farewell,слушай увидимся :)
time,слушай сколько времени
time,слушай который час
time,эй сколько времени :)
time,слушай сколько времени!
time,эй сколько времени?
time,эй сколько времени?
time,который час
time,ну сколько времени пожалуйста
time,слушай сколько времени пожалуйста
time,который час пожалуйста
time,эй сколько времени пожалуйста
time,который час :)
time,ну сколько времени пожалуйста
time,ну который час
time,ну сколько времени?
time,эй сколько времени
time,слушай сколько времени?
time,слушай сколько времени?
time,который час пожалуйста
time,слушай который час :)
time,эй который час!
time,ну который час пожалуйста
time,сколько времени пожалуйста
time,который час?
time,эй сколько времени!
time,сколько времени пожалуйста
time,слушай который час :)
time,ну который час?
time,ну сколько времени!
time,ну который час!
time,ну сколько времени?
time,эй который час
time,слушай сколько времени!
time,слушай сколько времени!
time,слушай который час :)
time,сколько времени?
time,ну сколько времени пожалуйста
time,слушай который час
time,эй сколько времени
time,ну сколько времени пожалуйста
time,ну который час пожалуйста
time,ну который час?
time,ну который час?
time,слушай сколько времени
time,который час
time,слушай который час пожалуйста
time,слушай сколько времени!
time,сколько времени
time,ну который час!
time,который час :)
time,который час :)
time,ну который час?
time,ну сколько времени!
time,ну сколько времени
time,эй который час?
time,эй сколько времени :)
time,эй который час
time,слушай сколько времени?
time,слушай который час пожалуйста
time,эй сколько времени
time,слушай сколько времени?
time,слушай который час
time,который час пожалуйста
time,эй сколько времени :)
time,ну сколько времени :)
time,ну сколько времени :)
time,эй который час :)
time,ну который час пожалуйста
time,сколько времени
time,ну сколько времени пожалуйста
time,эй который час!
time,ну который час!
time,сколько времени
time,эй сколько времени?
time,эй сколько времени!
time,сколько времени
time,слушай сколько времени пожалуйста
time,эй сколько времени :)
time,эй сколько времени пожалуйста
time,слушай сколько времени
time,эй который час :)
time,сколько времени!
time,который час :)
time,эй который час пожалуйста
time,ну сколько времени!
time,сколько времени :)
time,слушай который час :)
time,который час пожалуйста
time,слушай сколько времени пожалуйста
time,эй который час
time,эй который час?
time,сколько времени?
time,ну сколько времени?
time,ну который час
time,слушай сколько времени!
time,ну сколько времени
time,ну сколько времени!
time,ну сколько времени?
time,эй который час :)
time,слушай который час?
time,эй который час
time,который час?
time,слушай сколько времени
time,слушай сколько времени :)
time,эй который час!
time,который час :)
time,ну который час!
time,который час :)
time,ну сколько времени
time,эй сколько времени?
time,слушай сколько времени
time,ну сколько времени!
time,слушай сколько времени!
time,слушай сколько времени!
time,ну сколько времени :)
time,который час пожалуйста
time,сколько времени :)
time,эй который час
time,эй сколько времени
time,сколько времени!
time,эй сколько времени?
time,сколько времени пожалуйста
time,который час пожалуйста
time,ну сколько времени?
time,эй который час пожалуйста
time,который час пожалуйста
time,который час :)
time,эй который час!
time,который час
time,ну который час!
time,ну сколько времени
time,ну который час!
time,ну который час?
time,ну который час пожалуйста
time,эй который час пожалуйста
time,ну сколько времени!
time,эй который час?
time,который час!
time,слушай сколько времени
time,слушай сколько времени
time,эй сколько времени?
time,слушай который час пожалуйста
time,сколько времени пожалуйста
time,ну сколько времени пожалуйста
time,сколько времени?
time,ну сколько времени!
time,эй сколько времени!
time,ну сколько времени пожалуйста
time,слушай который час
time,слушай сколько времени :)
time,сколько времени?
time,ну сколько времени!
time,эй который час
time,ну сколько времени пожалуйста
time,слушай сколько времени
time,эй сколько времени?
time,эй который час!
time,который час
time,ну который час?
time,эй который час?
time,эй сколько времени пожалуйста
time,эй который час?
time,который час
time,эй который час :)
time,эй сколько времени?
time,слушай сколько времени :)
time,эй сколько времени
time,ну который час пожалуйста
time,слушай сколько времени
time,ну сколько времени :)
time,который час!
time,сколько времени :)
time,эй который час?
time,эй который час пожалуйста
time,ну который час :)
time,ну сколько времени :)
time,сколько времени?
time,эй который час
time,эй сколько времени!
time,ну который час
time,эй который час :)
time,ну сколько времени?
time,ну который час пожалуйста
time,эй сколько времени
time,сколько времени
time,слушай сколько времени :)
time,сколько времени!
time,слушай который час
time,эй сколько времени :)
time,сколько времени?
time,эй который час?
time,сколько времени пожалуйста
time,сколько времени
time,эй который час
time,эй который час!
time,сколько времени
time,ну сколько времени!
time,эй сколько времени :)
time,эй который час :)
time,сколько времени?
date,эй какое сегодня число
date,эй какое сегодня число!
date,эй какое сегодня число!
date,эй какая сегодня дата пожалуйста
date,ну какая сегодня дата :)
date,какая сегодня дата :)
date,какая сегодня дата?
date,какое сегодня число?
date,слушай какая сегодня дата?
date,слушай какое сегодня число пожалуйста
date,слушай какая сегодня дата пожалуйста
date,слушай какая сегодня дата
date,эй какое сегодня число :)
date,какая сегодня дата
date,какая сегодня дата
date,ну какая сегодня дата?
date,эй какое сегодня число пожалуйста
date,слушай какое сегодня число!
date,эй какое сегодня число!
date,какая сегодня дата :)
date,слушай какая сегодня дата
date,ну какое сегодня число!
date,какое сегодня число
date,ну какая сегодня дата пожалуйста
date,ну какая сегодня дата :)
date,эй какое сегодня число!
date,слушай какое сегодня число
date,эй какая сегодня дата?
date,ну какое сегодня число
date,эй какое сегодня число!
date,эй какое сегодня число!
date,слушай какое сегодня число пожалуйста
date,слушай какое сегодня число
date,какая сегодня дата?
date,слушай какая сегодня дата
date,ну какая сегодня дата?
date,эй какая сегодня дата!
date,эй какое сегодня число
date,эй какая сегодня дата?
date,слушай какая сегодня дата!
date,эй какое сегодня число
date,слушай какое сегодня число?
date,эй какая сегодня дата
date,слушай какая сегодня дата!
date,слушай какое сегодня число :)
date,слушай какая сегодня дата
date,эй какая сегодня дата :)
date,слушай какое сегодня число
date,какая сегодня дата
date,ну какая сегодня дата!
date,какая сегодня дата пожалуйста
date,ну какое сегодня число!
date,слушай какая сегодня дата пожалуйста
date,эй какая сегодня дата :)
date,слушай какое сегодня число пожалуйста
date,ну какое сегодня число
date,слушай какое сегодня число
date,какая сегодня дата :)
date,ну какое сегодня число
date,эй какое сегодня число!
date,какое сегодня число :)
date,слушай какое сегодня число пожалуйста
date,слушай какая сегодня дата?
date,эй какое сегодня число?
date,какое сегодня число пожалуйста
date,ну какое сегодня число
date,слушай какое сегодня число :)
date,слушай какое сегодня число
date,ну какое сегодня число :)
date,эй какая сегодня дата
date,слушай какая сегодня дата пожалуйста
date,ну какое сегодня число :)
date,слушай какая сегодня дата!
date,слушай какая сегодня дата?
date,эй какая сегодня дата
date,слушай какая сегодня дата
date,эй какая сегодня дата
date,эй какая сегодня дата!
date,какая сегодня дата :)
date,эй какое сегодня число?
date,слушай какая сегодня дата!
date,ну какая сегодня дата
date,ну какая сегодня дата?
date,ну какая сегодня дата :)
date,ну какое сегодня число :)
date,какое сегодня число :)
date,эй какая сегодня дата
date,эй какое сегодня число
date,какое сегодня число
date,эй какая сегодня дата :)
date,эй какое сегодня число?
date,какая сегодня дата
date,какая сегодня дата?
date,какое сегодня число
date,ну какая сегодня дата?
date,какая сегодня дата!
date,слушай какое сегодня число
date,слушай какое сегодня число пожалуйста
date,слушай какое сегодня число
date,слушай какая сегодня дата
date,эй какая сегодня дата?
date,эй какая сегодня дата :)
date,эй какая сегодня дата?
date,ну какая сегодня дата
date,эй какое сегодня число пожалуйста
date,эй какое сегодня число?
date,ну какая сегодня дата :)
date,ну какая сегодня дата
date,ну какое сегодня число
date,ну какая сегодня дата :)
date,какое сегодня число :)
date,эй какое сегодня число!
date,эй какое сегодня число!
date,эй какое сегодня число
date,эй какое сегодня число :)
date,ну какая сегодня дата!
date,эй какая сегодня дата пожалуйста
date,эй какое сегодня число
date,ну какая сегодня дата?
date,какая сегодня дата
date,эй какое сегодня число
date,ну какая сегодня дата?
date,какая сегодня дата?
date,ну какое сегодня число?
date,какая сегодня дата пожалуйста
date,эй какая сегодня дата
date,какое сегодня число :)
date,слушай какая сегодня дата :)
date,какое сегодня число пожалуйста
date,ну какая сегодня дата
date,эй какое сегодня число
date,ну какая сегодня дата?
date,эй какое сегодня число?
date,эй какая сегодня дата!
date,слушай какая сегодня дата пожалуйста
date,какая сегодня дата
date,ну какая сегодня дата!
date,эй какая сегодня дата пожалуйста
date,какая сегодня дата пожалуйста
date,какая сегодня дата
date,эй какая сегодня дата пожалуйста
date,слушай какое сегодня число :)
date,слушай какое сегодня число пожалуйста
date,ну какое сегодня число :)
date,ну какое сегодня число :)
date,слушай какое сегодня число
date,слушай какая сегодня дата
date,эй какое сегодня число?
date,ну какое сегодня число пожалуйста
date,ну какое сегодня число :)
date,эй какая сегодня дата
date,ну какая сегодня дата
date,какое сегодня число?
date,какая сегодня дата!
date,эй какая сегодня дата
date,какая сегодня дата пожалуйста
date,ну какое сегодня число?
date,какая сегодня дата :)
date,слушай какое сегодня число :)
date,эй какая сегодня дата :)
date,какое сегодня число :)
date,эй какая сегодня дата!
date,ну какое сегодня число
date,ну какое сегодня число?
date,слушай какое сегодня число!
date,слушай какое сегодня число
date,слушай какое сегодня число?
date,слушай какое сегодня число :)
date,слушай какая сегодня дата?
date,слушай какая сегодня дата!
date,какое сегодня число
date,слушай какое сегодня число :)
date,ну какое сегодня число?
date,слушай какое сегодня число!
date,слушай какое сегодня число!
date,эй какое сегодня число пожалуйста
date,ну какая сегодня дата!
date,какое сегодня число
date,какая сегодня дата :)
date,слушай какое сегодня число!
date,какая сегодня дата :)
date,эй какая сегодня дата!
date,слушай какая сегодня дата?
date,слушай какая сегодня дата :)
date,эй какая сегодня дата пожалуйста
date,ну какая сегодня дата
date,эй какая сегодня дата :)
date,ну какое сегодня число пожалуйста
date,ну какое сегодня число
date,ну какое сегодня число!
date,эй какое сегодня число
date,какая сегодня дата!
date,ну какое сегодня число
date,ну какое сегодня число?
date,ну какая сегодня дата?
date,какая сегодня дата :)
date,ну какое сегодня число :)
date,какое сегодня число пожалуйста
date,ну какая сегодня дата!
date,какая сегодня дата
day,слушай какой сегодня день!
day,ну день недели :)
day,эй день недели :)
day,день недели!
day,день недели!
day,эй какой сегодня день
day,какой сегодня день пожалуйста
day,ну какой сегодня день
day,ну какой сегодня день пожалуйста
day,эй день недели?
day,день недели
day,ну какой сегодня день?
day,эй какой сегодня день :)
day,какой сегодня день!
day,какой сегодня день пожалуйста
day,слушай какой сегодня день
day,слушай какой сегодня день?
day,эй какой сегодня день
day,ну какой сегодня день
day,какой сегодня день!
day,ну день недели!
day,эй какой сегодня день!
day,эй день недели?
day,эй какой сегодня день :)
day,эй какой сегодня день пожалуйста
day,эй день недели :)
day,ну день недели!
day,эй день недели?
day,слушай день недели :)
day,день недели :)
day,день недели?
day,ну какой сегодня день!
day,эй какой сегодня день
day,слушай какой сегодня день?
day,ну день недели
day,какой сегодня день пожалуйста
day,ну день недели
day,эй какой сегодня день
day,день недели :)
day,эй какой сегодня день
day,слушай какой сегодня день пожалуйста
day,какой сегодня день?
day,слушай какой сегодня день пожалуйста
day,эй день недели?
day,ну день недели?
day,день недели :)
day,день недели :)
day,ну день недели
day,эй какой сегодня день :)
day,ну какой сегодня день пожалуйста
day,какой сегодня день :)
day,ну день недели!
day,эй день недели!
day,какой сегодня день :)
day,слушай день недели пожалуйста
day,эй день недели пожалуйста
day,эй день недели
day,слушай день недели?
day,ну какой сегодня день :)
day,какой сегодня день!
day,эй какой сегодня день?
day,ну какой сегодня день пожалуйста
day,ну день недели?
day,какой сегодня день!
day,какой сегодня день!
day,эй какой сегодня день пожалуйста
day,ну какой сегодня день пожалуйста
day,эй какой сегодня день :)
day,слушай день недели!
day,слушай день недели :)
day,день недели :)
day,эй какой сегодня день
day,ну какой сегодня день :)
day,ну день недели :)
day,эй день недели пожалуйста
day,ну какой сегодня день
day,слушай день недели пожалуйста
day,ну день недели!
day,ну день недели!
day,день недели!
day,день недели
day,ну день недели?
day,день недели?
day,какой сегодня день
day,слушай какой сегодня день :)
day,какой сегодня день?
day,какой сегодня день
day,ну день недели :)
day,эй какой сегодня день :)
day,слушай какой сегодня день пожалуйста
day,слушай какой сегодня день
day,ну какой сегодня день?
day,день недели :)
day,ну день недели пожалуйста
day,ну какой сегодня день?
day,эй какой сегодня день пожалуйста
day,слушай какой сегодня день!
day,день недели?
day,слушай какой сегодня день?
day,слушай день недели!
day,ну какой сегодня день!
day,день недели
day,ну какой сегодня день
day,слушай день недели
day,какой сегодня день пожалуйста
day,слушай день недели
day,слушай день недели :)
day,какой сегодня день!
day,ну день недели :)
day,эй какой сегодня день пожалуйста
day,какой сегодня день!
day,слушай какой сегодня день!
day,какой сегодня день :)
day,слушай день недели :)
day,ну день недели!
day,ну день недели :)
day,ну день недели пожалуйста
day,слушай какой сегодня день!
day,ну день недели :)
day,эй день недели!
day,день недели :)
day,слушай день недели!
day,день недели пожалуйста
day,эй день недели?
day,ну день недели
day,день недели :)
day,ну какой сегодня день?
day,эй какой сегодня день :)
day,эй день недели?
day,ну день недели?
day,ну какой сегодня день?
day,слушай день недели?
day,ну какой сегодня день :)
day,какой сегодня день
day,ну какой сегодня день пожалуйста
day,день недели пожалуйста
day,день недели :)
day,слушай день недели :)
day,эй день недели пожалуйста
day,ну какой сегодня день :)
day,ну день недели?
day,ну день недели!
day,ну день недели
day,эй день недели?
day,слушай какой сегодня день пожалуйста
day,слушай какой сегодня день пожалуйста
day,день недели пожалуйста
day,ну день недели?
day,слушай день недели
day,ну день недели :)
day,слушай день недели
day,какой сегодня день!
day,день недели?
day,какой сегодня день!
day,слушай день недели!
day,ну день недели?
day,эй день недели!
day,день недели пожалуйста
day,какой сегодня день!
day,ну какой сегодня день!
day,ну день недели
day,ну какой сегодня день!
day,день недели?
day,ну день недели :)
day,эй какой сегодня день!
day,эй какой сегодня день!
day,какой сегодня день :)
day,день недели
day,ну какой сегодня день!
day,какой сегодня день пожалуйста
day,ну день недели :)
day,день недели!
day,слушай день недели
day,день недели
day,ну день недели
day,эй какой сегодня день?
day,слушай какой сегодня день пожалуйста
day,слушай какой сегодня день :)
day,ну какой сегодня день?
day,слушай день недели пожалуйста
day,слушай день недели :)
day,слушай какой сегодня день
day,эй какой сегодня день
day,ну день недели :)
day,день недели?
day,слушай день недели :)
day,эй день недели!
day,слушай какой сегодня день пожалуйста
day,слушай день недели?
day,ну какой сегодня день?
day,ну день недели!
day,эй какой сегодня день!
day,эй какой сегодня день :)
day,день недели пожалуйста
day,эй какой сегодня день :)
day,ну какой сегодня день?
day,слушай день недели?
day,какой сегодня день!
day,эй какой сегодня день :)
day,слушай день недели
month,ну какой сейчас месяц :)
month,слушай какой сейчас месяц?
month,эй какой сейчас месяц?
month,слушай какой сейчас месяц пожалуйста
month,эй какой сейчас месяц!
month,ну какой сейчас месяц?
month,слушай назови месяц пожалуйста
month,ну какой сейчас месяц :)
month,назови месяц :)
month,назови месяц!
month,назови месяц пожалуйста
month,назови месяц
month,назови месяц
month,назови месяц пожалуйста
month,назови месяц пожалуйста
month,эй какой сейчас месяц
month,эй какой сейчас месяц :)
month,назови месяц?
month,слушай какой сейчас месяц пожалуйста
month,эй назови месяц :)
month,эй какой сейчас месяц пожалуйста
month,ну назови месяц
month,ну назови месяц!
month,эй назови месяц пожалуйста
month,ну назови месяц :)
month,слушай какой сейчас месяц
month,назови месяц
month,слушай назови месяц пожалуйста
month,ну какой сейчас месяц пожалуйста
month,назови месяц пожалуйста
month,назови месяц
month,слушай назови месяц?
month,ну назови месяц :)
month,эй назови месяц пожалуйста
month,назови месяц
month,слушай назови месяц :)
month,какой сейчас месяц!
month,слушай назови месяц :)
month,ну какой сейчас месяц?
month,какой сейчас месяц
month,назови месяц
month,ну назови месяц!
month,назови месяц :)
month,какой сейчас месяц!
month,слушай назови месяц!
month,ну какой сейчас месяц пожалуйста
month,слушай какой сейчас месяц
month,эй назови месяц!
month,ну какой сейчас месяц!
month,слушай назови месяц
month,слушай назови месяц?
month,ну назови месяц
month,эй какой сейчас месяц!
month,эй назови месяц
month,ну какой сейчас месяц :)
month,какой сейчас месяц :)
month,слушай назови месяц!
month,эй какой сейчас месяц?
month,эй назови месяц?
month,назови месяц!
month,назови месяц?
month,эй назови месяц пожалуйста
month,слушай какой сейчас месяц
month,какой сейчас месяц?
month,назови месяц
month,эй назови месяц :)
month,ну какой сейчас месяц?
month,назови месяц!
month,эй назови месяц?
month,эй назови месяц
month,ну какой сейчас месяц пожалуйста
month,назови месяц
month,ну назови месяц?
month,назови месяц?
month,слушай назови месяц пожалуйста
month,какой сейчас месяц?
month,слушай назови месяц пожалуйста
month,назови месяц
month,слушай какой сейчас месяц :)
month,эй назови месяц пожалуйста
month,эй какой сейчас месяц!
month,слушай какой сейчас месяц?
month,слушай какой сейчас месяц пожалуйста
month,слушай назови месяц?
month,слушай назови месяц?
month,какой сейчас месяц пожалуйста
month,назови месяц?
month,слушай какой сейчас месяц!
month,слушай какой сейчас месяц :)
month,слушай какой сейчас месяц!
month,ну какой сейчас месяц :)
month,слушай назови месяц!
month,эй какой сейчас месяц!
month,ну какой сейчас месяц :)
month,какой сейчас месяц
month,слушай какой сейчас месяц :)
month,слушай назови месяц пожалуйста
month,ну назови месяц пожалуйста
month,эй какой сейчас месяц :)
month,назови месяц пожалуйста
month,какой сейчас месяц?
month,какой сейчас месяц :)
month,слушай назови месяц :)
month,слушай какой сейчас месяц?
month,эй какой сейчас месяц :)
month,эй какой сейчас месяц
month,эй назови месяц
month,эй назови месяц пожалуйста
month,слушай какой сейчас месяц
month,ну назови месяц!
month,слушай назови месяц :)
month,какой сейчас месяц?
month,эй назови месяц?
month,слушай назови месяц!
month,слушай назови месяц :)
month,эй назови месяц :)
month,какой сейчас месяц!
month,эй какой сейчас месяц
month,ну назови месяц?
month,назови месяц
month,назови месяц?
month,эй какой сейчас месяц :)
month,эй назови месяц!
month,эй назови месяц
month,эй назови месяц
month,слушай какой сейчас месяц
month,ну какой сейчас месяц?
month,какой сейчас месяц!
month,эй назови месяц
month,ну какой сейчас месяц
month,слушай какой сейчас месяц пожалуйста
month,слушай какой сейчас месяц?
month,эй какой сейчас месяц
month,слушай назови месяц :)
month,ну какой сейчас месяц
month,какой сейчас месяц
month,слушай назови месяц пожалуйста
month,слушай какой сейчас месяц?
month,назови месяц?
month,какой сейчас месяц пожалуйста
month,эй какой сейчас месяц
month,ну назови месяц?
month,назови месяц!
month,ну какой сейчас месяц?
month,слушай назови месяц :)
month,назови месяц!
month,слушай назови месяц
month,слушай назови месяц пожалуйста
month,ну назови месяц пожалуйста
month,назови месяц :)
month,какой сейчас месяц?
month,ну назови месяц
month,эй какой сейчас месяц!
month,ну назови месяц!
